BATCH_ID,BATCH_UUID,DOCUMENT_UUID,FILE_UUID,TEXT_UUID,TEXT_ID,ROW_ID,SECTION,TEXT,ADJ_LABEL,ADJ_LABEL2,ADJ_LABEL3,ADJ_COMMENTS,ADJ_ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,TASK,TIMESTAMP_DELIVERED_TO_VENDOR,TIMESTAMP_VENDOR_DELIVERY,DOCUMENT_TYPE,SECTOR,SOURCE_DOCUMENT_URI
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1_0,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call_0",0,operator,"Good morning, ladies and gentlemen, and thank you for standing by.",,,,,,no_event,,,,SRD,no_event,,,,YH6,no_event,,,,M5M,sentence-level event detection,2021-05-26_10:11:21,,earnings call transcript,various,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call"
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1_1,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call_1",1,operator,Welcome to Liberty Global's investor call.,,,,,,no_event,,,,SRD,no_event,,,,YH6,no_event,,,,M5M,sentence-level event detection,2021-05-26_10:11:21,,earnings call transcript,various,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call"
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1_2,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call_2",2,operator,"This call and the associated webcast are the property of Liberty Global and any redistribution, retransmission or rebroadcast of this call or webcast in any form without the expressed written consent of Liberty Global is strictly prohibited.",,,,,,no_event,,,,SRD,no_event,,,,YH6,no_event,,,,M5M,sentence-level event detection,2021-05-26_10:11:21,,earnings call transcript,various,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call"
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1_3,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call_3",3,operator,At this time all participant lines are in a listen only mode.,,,,,,no_event,,,,SRD,no_event,,,,YH6,no_event,,,,M5M,sentence-level event detection,2021-05-26_10:11:21,,earnings call transcript,various,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call"
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1_4,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call_4",4,operator,Today's formal presentation materials can be found under the Investor Relations section of Liberty Global's website at www.lbi.com.,,,,,,no_event,,,,SRD,no_event,,,,YH6,no_event,,,,M5M,sentence-level event detection,2021-05-26_10:11:21,,earnings call transcript,various,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call"
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1_5,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call_5",5,operator,Following today's formal presentation instructions will be given for a question-and-answer session.,,,,,,no_event,,,,SRD,no_event,,,,YH6,no_event,,,,M5M,sentence-level event detection,2021-05-26_10:11:21,,earnings call transcript,various,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call"
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1_7,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call_7",7,operator,"I would now like to turn the conference call over to Mr. Mike Fries, President and CEO of Liberty Global.",,,,,,no_event,,,,SRD,no_event,,,,YH6,no_event,,,,M5M,sentence-level event detection,2021-05-26_10:11:21,,earnings call transcript,various,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call"
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1_8,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call_8",8,operator,"Please go ahead, sir.",,,,,,no_event,,,,SRD,no_event,,,,YH6,no_event,,,,M5M,sentence-level event detection,2021-05-26_10:11:21,,earnings call transcript,various,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call"
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1_9,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call_9",9,presentation,"Welcome everybody, and thanks for joining us today.",,,,,,no_event,,,,SRD,no_event,,,,YH6,no_event,,,,M5M,sentence-level event detection,2021-05-26_10:11:21,,earnings call transcript,various,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call"
eb06640f608eb9bf90843728e9ee293c67bdaa68,eb06640f608eb9bf90843728e9ee293c67bdaa68,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1,b2f00065b0599698ad5b96959a170bcafaa932e1_10,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call_10",10,presentation,I want to make a couple of quick introductions before we do the Safe Harbor and get into the call.,,,,,,no_event,,,,SRD,no_event,,,,YH6,no_event,,,,M5M,sentence-level event detection,2021-05-26_10:11:21,,earnings call transcript,various,"Q3_2012_Liberty_Global,_Inc._Earnings_Conference_Call"
