BATCH_ID,BATCH_UUID,DOCUMENT_UUID,FILE_UUID,TEXT_UUID,TEXT_ID,ROW_ID,SECTION,TEXT,ADJ_LABEL,ADJ_LABEL2,ADJ_LABEL3,ADJ_COMMENTS,ADJ_ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,LABEL,LABEL2,LABEL3,COMMENTS,ANNOTATOR_ID,TASK,TIMESTAMP_DELIVERED_TO_VENDOR,TIMESTAMP_VENDOR_DELIVERY,DOCUMENT_TYPE,SECTOR,SOURCE_DOCUMENT_URI
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_0,Q3_2014_Telecom_Italia_SpA_Earnings_Call_0,0,presentation,"Good morning, ladies and gentlemen.",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_1,Q3_2014_Telecom_Italia_SpA_Earnings_Call_1,1,presentation,Alex Bolis speaking.,,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_2,Q3_2014_Telecom_Italia_SpA_Earnings_Call_2,2,presentation,Welcome to the Telecom Italia Group third quarter 2014 financial results conference call.,,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_3,Q3_2014_Telecom_Italia_SpA_Earnings_Call_3,3,presentation,"Mr. Marco Patuano, Group Chief Executive Officer, will introduce to you the third quarter 2014 figures, as well as the progress on our Group operations.",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_4,Q3_2014_Telecom_Italia_SpA_Earnings_Call_4,4,presentation,"Piergiorgio Peluso, Group Chief Financial Officer, will then present to you an update on Group financials.",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_5,Q3_2014_Telecom_Italia_SpA_Earnings_Call_5,5,presentation,A Q&A session will follow.,,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_6,Q3_2014_Telecom_Italia_SpA_Earnings_Call_6,6,presentation,"Our TIM Brasil CEO, Rodrigo Abreu, will be following us by phone and will be available to take your questions.",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_7,Q3_2014_Telecom_Italia_SpA_Earnings_Call_7,7,presentation,"Our Chairman, Mr. Guiseppe Recchi, is also here with us today.",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_8,Q3_2014_Telecom_Italia_SpA_Earnings_Call_8,8,presentation,"I'd like to remind you that this presentation contains forward-looking statements, within the meaning of the Private Securities Litigation",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_9,Q3_2014_Telecom_Italia_SpA_Earnings_Call_9,9,presentation,Reform Act of 1995.,,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_12,Q3_2014_Telecom_Italia_SpA_Earnings_Call_12,12,presentation,"As usual, this event is being recorded, and all participants will be placed in a listen-only mode during the Company's presentation.",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_13,Q3_2014_Telecom_Italia_SpA_Earnings_Call_13,13,presentation,"After TI's remarks are completed, we will be pleased to take your questions.",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_14,Q3_2014_Telecom_Italia_SpA_Earnings_Call_14,14,presentation,"There is a simultaneous webcast that may be accessed through the Company's website, www.telecomitalia.com.",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_15,Q3_2014_Telecom_Italia_SpA_Earnings_Call_15,15,presentation,The slide presentation may be downloaded from that website as well.,,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_16,Q3_2014_Telecom_Italia_SpA_Earnings_Call_16,16,presentation,"And, of course, feel free to view the slides throughout the conference call.",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
c61f89fc819d52ad7d47da45724ab4aef3e2809a,c61f89fc819d52ad7d47da45724ab4aef3e2809a,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748,8d7fffdf69fe21163fa86da71b4c01ba02f72748_17,Q3_2014_Telecom_Italia_SpA_Earnings_Call_17,17,presentation,"Marco, over to you.",,,,,,no_event,,,,QMD,no_event,,,,QLW,no_event,,,,M5M,sentence-level event detection,2021-06-10_10:53:24,,earnings call transcript,various,Q3_2014_Telecom_Italia_SpA_Earnings_Call
